obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""462.1696""","=""""","=""9.18e+05""",E,"=""101024.35""","=""122655.37""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""462.172""","=""462.1722""","=""150""","=""1.37e+07""",D,"=""101024.35""","=""122655.25""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""467.3256""","=""""","=""4.40e+05""",E,"=""103556.03""","=""124948.40""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""467.3256""","=""""","=""7.06e+06""",D,"=""103556.03""","=""124948.40""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""467.3284""","=""""","=""6.16e+06""",D,"=""103556.16""","=""124948.40""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""488.320""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""489.676""","=""""","=""1.8e+06""",D,"=""103860.74""","=""124276.7""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""490.265""","=""""","=""3.5e+06""",D,"=""103885.25""","=""124276.7""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""490.699""","=""""","=""20w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""493.280""","=""""","=""20w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""504.103""","=""504.1024""","=""1000""","=""7.00e+07""",B,"=""81191.34""","=""101023.05""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""T7222""","=""L3541""",
"=""505.598""","=""505.5984""","=""1000""","=""1.45e+08""",B,"=""81251.32""","=""101024.35""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""T7222""","=""L3541""",
"=""""","=""505.6317""","=""""","=""2.10e+07""",B,"=""81251.32""","=""101023.05""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""T6570""","=""""",
"=""""","=""511.3168""","=""""","=""1.3e+04""",E,"=""84004.26""","=""103556.16""","=""3s.3p2""","=""2P""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""T6527c4""","=""""",
"=""518.190""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""518.525""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""518.5520""","=""""","=""7.74e+05""",E,"=""103556.03""","=""122835.13""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""518.5520""","=""""","=""1.24e+07""",D+,"=""103556.03""","=""122835.13""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""518.5555""","=""""","=""1.08e+07""",D,"=""103556.16""","=""122835.13""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""519.286""","=""""","=""200w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""520.241""","=""""","=""500w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""529.519""","=""""","=""30w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""540.534""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""541.724""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""542.892""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""543.289""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""543.862""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""544.726""","=""""","=""20w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""545.449""","=""""","=""15w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""545.645""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""546.2145""","=""""","=""5.36e+06""",E,"=""103860.74""","=""122163.48""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""546.643""","=""546.6461""","=""500w""","=""2.16e+07""",C,"=""101023.05""","=""119311.34""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
"=""546.687""","=""546.6849""","=""500w""","=""1.54e+06""",D+,"=""101024.35""","=""119311.34""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""546.6894""","=""""","=""2.31e+07""",C+,"=""101024.35""","=""119311.19""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""546.921""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""546.9451""","=""""","=""6.42e+06""",D,"=""103885.25""","=""122163.54""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""546.9469""","=""""","=""1.07e+06""",E,"=""103885.25""","=""122163.48""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""547.7702""","=""""","=""4.30e+05""",E,"=""101023.05""","=""119273.81""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""T7166""","=""""",
"=""""","=""547.8092""","=""""","=""3.87e+06""",D+,"=""101024.35""","=""119273.81""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""T7166""","=""""",
"=""""","=""548.6296""","=""""","=""4.41e+06""",D,"=""101023.05""","=""119245.22""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""T7166""","=""""",
"=""549.645""","=""""","=""200w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""554.074""","=""""","=""100w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""556.8355""","=""""","=""2.9e+06""",D,"=""103860.74""","=""121814.38""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""557.5967""","=""""","=""5.7e+06""",D,"=""103885.25""","=""121814.38""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""557.666""","=""""","=""150w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""560.5352""","=""""","=""2.36e+05""",D,"=""114327.15""","=""132162.29""","=""3s.3p.(3P*).3d""","=""4F*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""563.297""","=""563.297""","=""100w""","=""4.00e+06""",C+,"=""114414.58""","=""132162.29""","=""3s.3p.(3P*).3d""","=""4F*""","=""7/2""","=""3s.3p.(3P*).4p""","=""4D""","=""7/2""",,"=""T6570""","=""L3541""",
"=""563.948""","=""""","=""200w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""564.101""","=""""","=""4.26e+05""",D,"=""114265.64""","=""131988.05""","=""3s.3p.(3P*).3d""","=""4F*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""566.066""","=""566.065""","=""150w""","=""7.00e+06""",C+,"=""114327.15""","=""131988.05""","=""3s.3p.(3P*).3d""","=""4F*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""5/2""",,"=""T6570""","=""L3541""",
"=""566.956""","=""566.956""","=""1000w""","=""5.00e+07""",B+,"=""114529.14""","=""132162.29""","=""3s.3p.(3P*).3d""","=""4F*""","=""9/2""","=""3s.3p.(3P*).4p""","=""4D""","=""7/2""",,"=""T6570""","=""L3541""",
"=""568.144""","=""568.144""","=""30w""","=""1.00e+07""",C+,"=""114265.64""","=""131861.93""","=""3s.3p.(3P*).3d""","=""4F*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""3/2""",,"=""T6570""","=""L3541""",
"=""568.881""","=""568.882""","=""300w""","=""4.60e+07""",B,"=""114414.58""","=""131988.05""","=""3s.3p.(3P*).3d""","=""4F*""","=""7/2""","=""3s.3p.(3P*).4p""","=""4D""","=""5/2""",,"=""T6570""","=""L3541""",
"=""570.137""","=""570.137""","=""200w""","=""4.50e+07""",B,"=""114327.15""","=""131861.93""","=""3s.3p.(3P*).3d""","=""4F*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""3/2""",,"=""T6570""","=""L3541""",
"=""570.637""","=""570.64""","=""100w""","=""6.10e+07""",B,"=""114265.64""","=""131784.9""","=""3s.3p.(3P*).3d""","=""4F*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""1/2""",,"=""T6570""","=""L3541""",
"=""578.573""","=""""","=""30w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""579.490""","=""""","=""30w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""580.047""","=""""","=""150w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""580.674""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""582.780""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""584.613""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""586.748""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""586.840""","=""""","=""300w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""591.522""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""595.756""","=""595.756""","=""500""","=""5.60e+07""",B+,"=""81191.34""","=""97972.09""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T6570""","=""L3541""",
"=""597.893""","=""597.893""","=""500""","=""1.13e+08""",B+,"=""81251.32""","=""97972.09""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T6570""","=""L3541""",
"=""606.745""","=""""","=""10w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""608.006""","=""""","=""20w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""608.667""","=""""","=""10w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""""","=""623.961""","=""""","=""1.61e+06""",D+,"=""103556.03""","=""119578.23""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""623.961""","=""""","=""2.58e+07""",C+,"=""103556.03""","=""119578.23""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""623.966""","=""""","=""2.25e+07""",C+,"=""103556.16""","=""119578.23""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""634.710""","=""634.711""","=""1000""","=""5.84e+07""",B+,"=""65500.47""","=""81251.32""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""c22,T7222""","=""L3541""",
"=""637.136""","=""637.137""","=""1000""","=""6.80e+07""",C+,"=""65500.47""","=""81191.34""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""1/2""",,"=""c22,T7222""","=""L3541""",
"=""666.052""","=""666.053""","=""50w""","=""3.64e+07""",C+,"=""116978.38""","=""131988.05""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
"=""666.500""","=""666.503""","=""15""","=""2.16e+07""",C+,"=""116862.38""","=""131861.93""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""","=""3s.3p.(3P*).4p""","=""4D""","=""3/2""",,"=""T6527c4,LS""","=""L3541""",
"=""667.188""","=""667.184""","=""100""","=""4.80e+07""",B+,"=""117178.06""","=""132162.29""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""7/2""",,"=""T6570""","=""L3541""",
"=""""","=""667.957""","=""""","=""1.24e+06""",D+,"=""103556.03""","=""118522.93""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""667.962""","=""""","=""6.19e+04""",E,"=""103556.16""","=""118522.93""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""667.966""","=""""","=""1.30e+06""",D+,"=""103556.16""","=""118522.86""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""669.938""","=""669.94""","=""20""","=""4.20e+07""",B,"=""116862.38""","=""131784.9""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""","=""3s.3p.(3P*).4p""","=""4D""","=""1/2""",,"=""T6570""","=""L3541""",
"=""""","=""671.697""","=""""","=""2.70e+07""",B,"=""116978.38""","=""131861.93""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""3/2""",,"=""T6570""","=""""",
"=""671.704""","=""""","=""50w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
"=""675.028""","=""675.034""","=""20w""","=""1.49e+07""",C+,"=""117178.06""","=""131988.05""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""675.19""","=""""","=""8.31e+06""",C,"=""116978.38""","=""131784.9""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""","=""3s.3p.(3P*).4p""","=""4D""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""680.831""","=""""","=""2.44e+06""",D+,"=""117178.06""","=""131861.93""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""","=""3s.3p.(3P*).4p""","=""4D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""681.845""","=""681.841""","=""30""","=""1.08e+07""",C,"=""103860.74""","=""118522.86""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""682.980""","=""""","=""1.30e+07""",C+,"=""103885.25""","=""118522.93""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""682.982""","=""682.983""","=""50""","=""2.16e+06""",D+,"=""103885.25""","=""118522.86""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""711.342""","=""""","=""5.38e+06""",E,"=""103860.74""","=""117914.80""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""712.585""","=""""","=""1.07e+07""",D,"=""103885.25""","=""117914.80""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""721.586""","=""""","=""6.20e+00""",B+,"=""65500.47""","=""79355.02""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.3d""","=""2D""","=""5/2""",E2,"=""c22""","=""""",
"=""""","=""722.447""","=""""","=""6.18e+00""",B+,"=""65500.47""","=""79338.50""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.3d""","=""2D""","=""3/2""",E2,"=""c22""","=""""",
"=""""","=""771.770""","=""""","=""2.10e+04""",E,"=""101023.05""","=""113976.72""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""T7166""","=""""",
"=""""","=""771.847""","=""""","=""1.89e+05""",D+,"=""101024.35""","=""113976.72""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""T7166""","=""""",
"=""""","=""772.643""","=""""","=""6.75e+04""",E,"=""101023.05""","=""113962.08""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""T6527c4,LS""","=""""",
"=""784.880""","=""784.882""","=""400""","=""3.73e+07""",B,"=""101023.05""","=""113760.32""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""784.962""","=""""","=""2.66e+06""",C,"=""101024.35""","=""113760.32""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""784.972""","=""784.972""","=""500""","=""3.99e+07""",B,"=""101024.35""","=""113760.15""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""791.152""","=""""","=""2.41e+05""",E,"=""113760.15""","=""126396.47""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.9g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""791.152""","=""""","=""3.85e+06""",D,"=""113760.15""","=""126396.47""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.9g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""791.163""","=""""","=""3.37e+06""",E,"=""113760.32""","=""126396.47""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.9g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""799.723""","=""""","=""1.48e-02""",C+,"=""42824.29""","=""55325.18""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p2""","=""2D""","=""5/2""",E2,"=""c22""","=""""",
"=""""","=""800.737""","=""""","=""1.49e-02""",C+,"=""42824.29""","=""55309.35""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p2""","=""2D""","=""3/2""",E2,"=""c22""","=""""",
"=""""","=""800.737""","=""""","=""6.56e-04""",D,"=""42824.29""","=""55309.35""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p2""","=""2D""","=""3/2""",M1,"=""c22""","=""""",
"=""""","=""804.441""","=""""","=""4.41e+06""",D+,"=""112394.56""","=""124822.14""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""804.451""","=""""","=""3.15e+05""",E,"=""112394.72""","=""124822.14""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""804.455""","=""""","=""4.73e+06""",D+,"=""112394.72""","=""124822.08""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""806.714""","=""""","=""1.35e-03""",D,"=""42932.62""","=""55325.18""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p2""","=""2D""","=""5/2""",M1,"=""c22""","=""""",
"=""""","=""806.714""","=""""","=""3.13e-05""",D+,"=""42932.62""","=""55325.18""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p2""","=""2D""","=""5/2""",E2,"=""c22""","=""""",
"=""""","=""807.746""","=""""","=""2.52e+00""",C,"=""42932.62""","=""55309.35""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p2""","=""2D""","=""3/2""",M1,"=""c22""","=""""",
"=""""","=""807.746""","=""""","=""8.18e-06""",D+,"=""42932.62""","=""55309.35""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p2""","=""2D""","=""3/2""",E2,"=""c22""","=""""",
"=""""","=""818.288""","=""""","=""6.65e-03""",D+,"=""43107.91""","=""55325.18""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p2""","=""2D""","=""5/2""",M1,"=""c22""","=""""",
"=""""","=""818.288""","=""""","=""1.98e-04""",C,"=""43107.91""","=""55325.18""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p2""","=""2D""","=""5/2""",E2,"=""c22""","=""""",
"=""""","=""819.350""","=""""","=""8.35e-05""",C,"=""43107.91""","=""55309.35""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p2""","=""2D""","=""3/2""",E2,"=""c22""","=""""",
"=""""","=""819.350""","=""""","=""7.52e-04""",D,"=""43107.91""","=""55309.35""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p2""","=""2D""","=""3/2""",M1,"=""c22""","=""""",
"=""""","=""893.550""","=""""","=""3.73e+05""",E,"=""113760.15""","=""124948.40""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""893.550""","=""""","=""5.97e+06""",C,"=""113760.15""","=""124948.40""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.8g""","=""2G""","=""9/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""893.563""","=""""","=""5.22e+06""",D+,"=""113760.32""","=""124948.40""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.8g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""""",
"=""941.272""","=""941.27""","=""100""","=""4.65e+06""",C+,"=""103556.03""","=""114177.1""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.5g""","=""2G""","=""7/2""",,"=""T6527c4,LS""","=""L3541""",
"=""""","=""949.08""","=""""","=""2.36e+06""",D,"=""113962.08""","=""124495.7""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""950.40""","=""""","=""2.82e+06""",D+,"=""113976.72""","=""124495.7""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""T6527c4,LS""","=""""",
"=""""","=""950.40""","=""""","=""4.71e+05""",E,"=""113976.72""","=""124495.7""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""T6527c4,LS""","=""""",
